,CORES,race,YOB,deaths,births,COUNTY,mortality,,
465,43,Other Non-White,2015,1,64,HARNETT,15.625,,
466,43,White,2011,4,1088,HARNETT,3.676470588,,
467,43,White,2012,8,1073,HARNETT,7.455731594,,
468,43,White,2013,9,1160,HARNETT,7.75862069,,
469,43,White,2014,11,1193,HARNETT,9.22045264,,
470,43,White,2015,8,1090,HARNETT,7.339449541,,
471,43,White,2016,5,1136,HARNETT,4.401408451,,
472,44,Black,2012,1,11,HAYWOOD,90.90909091,,
473,44,Hispanic,2016,1,29,HAYWOOD,34.48275862,,
474,44,Other Non-White,2012,1,10,HAYWOOD,100,,
475,44,Other Non-White,2016,1,8,HAYWOOD,125,,
476,44,White,2012,2,492,HAYWOOD,4.06504065,,
477,44,White,2013,3,498,HAYWOOD,6.024096386,,
478,44,White,2014,3,510,HAYWOOD,5.882352941,,
479,44,White,2015,7,548,HAYWOOD,12.77372263,,
480,44,White,2016,5,566,HAYWOOD,8.833922261,,
481,45,Black,2016,1,42,HENDERSON ,23.80952381,,
482,45,Hispanic,2011,2,206,HENDERSON ,9.708737864,,
483,45,Hispanic,2014,1,201,HENDERSON ,4.975124378,,
484,45,Hispanic,2015,1,201,HENDERSON ,4.975124378,,
485,45,Hispanic,2016,3,211,HENDERSON ,14.21800948,,
486,45,Other Non-White,2013,1,17,HENDERSON ,58.82352941,,
487,45,White,2011,1,798,HENDERSON ,1.253132832,,
488,45,White,2012,7,802,HENDERSON ,8.728179551,,
489,45,White,2013,4,802,HENDERSON ,4.987531172,,
490,45,White,2014,3,839,HENDERSON ,3.57568534,,
491,45,White,2015,7,796,HENDERSON ,8.793969849,,
492,45,White,2016,2,803,HENDERSON ,2.490660025,,
493,46,Black,2011,1,154,HERTFORD,6.493506494,,
494,46,Black,2012,2,150,HERTFORD,13.33333333,,
495,46,Black,2013,3,168,HERTFORD,17.85714286,,
496,46,Black,2014,6,162,HERTFORD,37.03703704,,
497,46,Black,2015,4,158,HERTFORD,25.3164557,,
498,46,Black,2016,3,148,HERTFORD,20.27027027,,
499,46,White,2011,1,76,HERTFORD,13.15789474,,
500,46,White,2012,1,71,HERTFORD,14.08450704,,
501,46,White,2013,2,63,HERTFORD,31.74603175,,
502,46,White,2014,1,47,HERTFORD,21.27659574,,
503,47,Black,2011,2,239,HOKE,8.368200837,,
504,47,Black,2012,1,211,HOKE,4.739336493,,
505,47,Black,2014,3,223,HOKE,13.4529148,,
506,47,Black,2015,6,248,HOKE,24.19354839,,
507,47,Hispanic,2011,2,177,HOKE,11.29943503,,
508,47,Hispanic,2014,2,161,HOKE,12.42236025,,
509,47,Hispanic,2015,1,148,HOKE,6.756756757,,
510,47,Other Non-White,2011,2,95,HOKE,21.05263158,,
511,47,Other Non-White,2012,2,115,HOKE,17.39130435,,
512,47,White,2011,2,497,HOKE,4.024144869,,
513,47,White,2012,3,458,HOKE,6.550218341,,
514,47,White,2013,1,466,HOKE,2.145922747,,
515,47,White,2015,4,453,HOKE,8.830022075,,
516,47,White,2016,3,467,HOKE,6.423982869,,
517,48,Black,2011,1,8,HYDE,125,,
518,48,Black,2015,1,11,HYDE,90.90909091,,
519,48,White,2011,2,35,HYDE,57.14285714,,
520,48,White,2013,1,43,HYDE,23.25581395,,
521,49,Black,2011,2,243,IREDELL,8.230452675,,
522,49,Black,2012,8,249,IREDELL,32.12851406,,
523,49,Black,2013,5,268,IREDELL,18.65671642,,
524,49,Black,2014,7,257,IREDELL,27.23735409,,
525,49,Black,2015,5,267,IREDELL,18.72659176,,
526,49,Black,2016,3,305,IREDELL,9.836065574,,
527,49,Hispanic,2011,1,190,IREDELL,5.263157895,,
528,49,Hispanic,2013,1,175,IREDELL,5.714285714,,
529,49,Hispanic,2015,1,199,IREDELL,5.025125628,,
530,49,Hispanic,2016,2,228,IREDELL,8.771929825,,
531,49,Other Non-White,2013,1,84,IREDELL,11.9047619,,
532,49,Other Non-White,2014,2,93,IREDELL,21.50537634,,
533,49,White,2011,5,1252,IREDELL,3.993610224,,
534,49,White,2012,2,1204,IREDELL,1.661129568,,
535,49,White,2013,8,1225,IREDELL,6.530612245,,
536,49,White,2014,4,1244,IREDELL,3.215434084,,
537,49,White,2015,12,1384,IREDELL,8.670520231,,
538,49,White,2016,11,1303,IREDELL,8.442056792,,
539,5,Hispanic,2014,1,21,ASHE ,47.61904762,,
540,5,Hispanic,2016,1,19,ASHE ,52.63157895,,
541,5,White,2012,2,234,ASHE ,8.547008547,,
542,5,White,2013,3,223,ASHE ,13.4529148,,
543,5,White,2015,1,191,ASHE ,5.235602094,,
544,50,Hispanic,2015,1,33,JACKSON,30.3030303,,
545,50,Hispanic,2016,1,39,JACKSON,25.64102564,,
546,50,Other Non-White,2012,2,59,JACKSON,33.89830508,,
547,50,Other Non-White,2015,1,68,JACKSON,14.70588235,,
548,50,Other Non-White,2016,2,78,JACKSON,25.64102564,,
549,50,White,2011,5,279,JACKSON,17.92114695,,
550,50,White,2012,1,267,JACKSON,3.745318352,,
551,50,White,2013,2,259,JACKSON,7.722007722,,
552,50,White,2015,3,294,JACKSON,10.20408163,,
553,50,White,2016,2,268,JACKSON,7.462686567,,
554,51,Black,2011,5,344,JOHNSTON,14.53488372,,
555,51,Black,2012,1,328,JOHNSTON,3.048780488,,
556,51,Black,2013,4,336,JOHNSTON,11.9047619,,
557,51,Black,2014,2,362,JOHNSTON,5.524861878,,
558,51,Black,2015,4,352,JOHNSTON,11.36363636,,
559,51,Black,2016,4,358,JOHNSTON,11.17318436,,
560,51,Hispanic,2011,3,502,JOHNSTON,5.976095618,,
561,51,Hispanic,2012,3,490,JOHNSTON,6.12244898,,
562,51,Hispanic,2013,1,503,JOHNSTON,1.988071571,,
563,51,Hispanic,2014,3,468,JOHNSTON,6.41025641,,
564,51,Hispanic,2015,3,459,JOHNSTON,6.535947712,,
565,51,Hispanic,2016,4,455,JOHNSTON,8.791208791,,
566,51,Other Non-White,2012,1,24,JOHNSTON,41.66666667,,
567,51,Other Non-White,2013,1,19,JOHNSTON,52.63157895,,
568,51,Other Non-White,2015,1,38,JOHNSTON,26.31578947,,
569,51,White,2011,5,1395,JOHNSTON,3.584229391,,
570,51,White,2012,12,1375,JOHNSTON,8.727272727,,
571,51,White,2013,7,1307,JOHNSTON,5.355776588,,
572,51,White,2014,6,1428,JOHNSTON,4.201680672,,
573,51,White,2015,10,1418,JOHNSTON,7.052186178,,
574,51,White,2016,7,1476,JOHNSTON,4.742547425,,
575,52,Black,2011,3,38,JONES,78.94736842,,
576,52,Black,2013,1,27,JONES,37.03703704,,
577,52,Other Non-White,2011,1,3,JONES,333.3333333,,
578,53,Black,2011,5,163,LEE,30.67484663,,
579,53,Black,2012,3,156,LEE,19.23076923,,
580,53,Black,2013,3,167,LEE,17.96407186,,
581,53,Black,2014,2,181,LEE,11.04972376,,
582,53,Black,2015,1,144,LEE,6.944444444,,
583,53,Black,2016,2,169,LEE,11.83431953,,
584,53,Hispanic,2011,2,257,LEE,7.782101167,,
585,53,Hispanic,2012,1,244,LEE,4.098360656,,
586,53,Hispanic,2013,1,218,LEE,4.587155963,,
587,53,Hispanic,2014,1,233,LEE,4.291845494,,
588,53,Hispanic,2016,1,235,LEE,4.255319149,,
589,53,Other Non-White,2011,1,16,LEE,62.5,,
590,53,Other Non-White,2013,1,14,LEE,71.42857143,,
591,53,White,2011,4,392,LEE,10.20408163,,
592,53,White,2012,4,411,LEE,9.732360097,,
593,53,White,2013,2,378,LEE,5.291005291,,
594,53,White,2014,1,366,LEE,2.732240437,,
595,53,White,2015,3,352,LEE,8.522727273,,
596,53,White,2016,3,389,LEE,7.712082262,,
597,54,Black,2011,1,312,LENOIR,3.205128205,,
598,54,Black,2012,6,294,LENOIR,20.40816327,,
599,54,Black,2013,3,317,LENOIR,9.463722397,,
600,54,Black,2014,4,312,LENOIR,12.82051282,,
601,54,Black,2015,1,286,LENOIR,3.496503497,,
602,54,Black,2016,2,305,LENOIR,6.557377049,,
603,54,Hispanic,2016,1,81,LENOIR,12.34567901,,
604,54,White,2011,2,258,LENOIR,7.751937984,,
605,54,White,2013,2,259,LENOIR,7.722007722,,
606,54,White,2014,3,269,LENOIR,11.15241636,,
607,54,White,2015,1,268,LENOIR,3.731343284,,
608,54,White,2016,2,255,LENOIR,7.843137255,,
609,55,Black,2011,4,43,LINCOLN ,93.02325581,,
610,55,Black,2013,1,38,LINCOLN ,26.31578947,,
611,55,Black,2014,1,46,LINCOLN ,21.73913043,,
612,55,Black,2015,1,48,LINCOLN ,20.83333333,,
613,55,Black,2016,3,47,LINCOLN ,63.82978723,,
614,55,Hispanic,2014,1,90,LINCOLN ,11.11111111,,
615,55,Hispanic,2015,1,71,LINCOLN ,14.08450704,,
616,55,White,2011,4,660,LINCOLN ,6.060606061,,
617,55,White,2012,4,613,LINCOLN ,6.525285481,,
618,55,White,2014,2,669,LINCOLN ,2.989536622,,
619,55,White,2015,4,661,LINCOLN ,6.051437216,,
620,55,White,2016,1,676,LINCOLN ,1.479289941,,
621,56,Hispanic,2014,2,44,McDOWELL,45.45454545,,
622,56,White,2011,3,393,McDOWELL,7.633587786,,
623,56,White,2012,2,397,McDOWELL,5.037783375,,
624,56,White,2013,1,388,McDOWELL,2.577319588,,
625,56,White,2014,4,382,McDOWELL,10.47120419,,
626,56,White,2015,4,419,McDOWELL,9.546539379,,
627,56,White,2016,3,389,McDOWELL,7.712082262,,
628,57,White,2011,4,247,MACON,16.19433198,,
629,57,White,2013,2,270,MACON,7.407407407,,
630,57,White,2014,3,279,MACON,10.75268817,,
631,57,White,2015,3,287,MACON,10.45296167,,
632,57,White,2016,4,257,MACON,15.56420233,,
633,58,White,2011,2,169,MADISON,11.83431953,,
634,58,White,2012,1,191,MADISON,5.235602094,,
635,58,White,2014,5,187,MADISON,26.73796791,,
636,58,White,2015,1,228,MADISON,4.385964912,,
637,58,White,2016,1,189,MADISON,5.291005291,,
638,59,Black,2012,1,116,MARTIN,8.620689655,,
639,59,Black,2013,2,125,MARTIN,16,,
640,59,Black,2014,1,105,MARTIN,9.523809524,,
641,59,Black,2015,1,108,MARTIN,9.259259259,,
642,59,White,2016,2,101,MARTIN,19.8019802,,
643,6,Hispanic,2015,2,24,AVERY   ,83.33333333,,
644,6,White,2011,3,123,AVERY   ,24.3902439,,
645,6,White,2012,1,130,AVERY   ,7.692307692,,
646,6,White,2013,1,134,AVERY   ,7.462686567,,
647,6,White,2014,1,99,AVERY   ,10.1010101,,
648,6,White,2016,1,126,AVERY   ,7.936507937,,
649,60,Black,2011,46,4317,MECKLENBURG,10.65554783,,
650,60,Black,2012,45,4465,MECKLENBURG,10.07838746,,
651,60,Black,2013,45,4403,MECKLENBURG,10.22030434,,
652,60,Black,2014,40,4605,MECKLENBURG,8.686210641,,
653,60,Black,2015,46,4744,MECKLENBURG,9.696458685,,
654,60,Black,2016,64,4698,MECKLENBURG,13.62281822,,
655,60,Hispanic,2011,13,2580,MECKLENBURG,5.03875969,,
656,60,Hispanic,2012,9,2598,MECKLENBURG,3.464203233,,
657,60,Hispanic,2013,11,2526,MECKLENBURG,4.354711006,,
658,60,Hispanic,2014,24,2764,MECKLENBURG,8.683068017,,
659,60,Hispanic,2015,10,2921,MECKLENBURG,3.423485108,,
660,60,Hispanic,2016,15,2974,MECKLENBURG,5.043712172,,
661,60,Other Non-White,2011,2,1073,MECKLENBURG,1.863932898,,
662,60,Other Non-White,2012,5,1099,MECKLENBURG,4.549590537,,
663,60,Other Non-White,2013,4,1166,MECKLENBURG,3.430531732,,
664,60,Other Non-White,2014,2,1300,MECKLENBURG,1.538461538,,
665,60,Other Non-White,2015,8,1405,MECKLENBURG,5.693950178,,
666,60,Other Non-White,2016,9,1419,MECKLENBURG,6.342494715,,
667,60,White,2011,19,5764,MECKLENBURG,3.296321999,,
668,60,White,2012,15,5686,MECKLENBURG,2.638058389,,
669,60,White,2013,26,5725,MECKLENBURG,4.541484716,,
670,60,White,2014,25,5740,MECKLENBURG,4.355400697,,
671,60,White,2015,27,5781,MECKLENBURG,4.670472237,,
672,60,White,2016,16,5785,MECKLENBURG,2.765773552,,
673,61,White,2014,1,127,MITCHELL,7.874015748,,
674,62,Black,2011,2,62,MONTGOMERY,32.25806452,,
675,62,Black,2012,2,68,MONTGOMERY,29.41176471,,
676,62,Black,2013,2,62,MONTGOMERY,32.25806452,,
677,62,Black,2014,2,69,MONTGOMERY,28.98550725,,
678,62,Black,2015,1,57,MONTGOMERY,17.54385965,,
679,62,Black,2016,1,36,MONTGOMERY,27.77777778,,
680,62,Hispanic,2011,3,97,MONTGOMERY,30.92783505,,
681,62,Other Non-White,2011,1,10,MONTGOMERY,100,,
682,62,White,2012,2,156,MONTGOMERY,12.82051282,,
683,62,White,2013,2,146,MONTGOMERY,13.69863014,,
684,62,White,2014,1,143,MONTGOMERY,6.993006993,,
685,62,White,2016,2,175,MONTGOMERY,11.42857143,,
686,63,Black,2011,4,173,MOORE  ,23.12138728,,
687,63,Black,2012,2,156,MOORE  ,12.82051282,,
688,63,Black,2013,1,167,MOORE  ,5.988023952,,
689,63,Black,2015,1,180,MOORE  ,5.555555556,,
690,63,Black,2016,2,146,MOORE  ,13.69863014,,
691,63,Hispanic,2014,2,119,MOORE  ,16.80672269,,
692,63,Hispanic,2015,2,102,MOORE  ,19.60784314,,
